epoch,accuracy,learning_rate,loss,top3_accuracy,val_accuracy,val_loss,val_top3_accuracy
0,0.460315078496933,0.0003000000142492354,2.0277090072631836,0.8261065483093262,0.18243953585624695,3.3678998947143555,0.41430073976516724
1,0.4877719283103943,0.0003000000142492354,1.9074515104293823,0.8355588912963867,0.1898002177476883,3.153458833694458,0.39327025413513184
2,0.49617403745651245,0.0003000000142492354,1.8259047269821167,0.8468117117881775,0.18611986935138702,3.1064276695251465,0.4537329077720642
3,0.5104275941848755,0.0003000000142492354,1.762237548828125,0.8487622141838074,0.20136697590351105,3.322495937347412,0.5068349242210388
